Date,Location,Rank,Score,Corps
7/18/15,"San Antonio, TX",11th,77.425,Crossmen
7/18/15,"San Antonio, TX",12th,77.15,Blue Stars
7/18/15,"San Antonio, TX",13th,76.275,Troopers
7/18/15,"San Antonio, TX",14th,75.225,Colts
7/18/15,"San Antonio, TX",15th,74.075,The Academy
7/18/15,"San Antonio, TX",16th,71.8,Spirit of Atlanta
7/18/15,"San Antonio, TX",17th,69.475,Mandarins
7/18/15,"San Antonio, TX",19th,67.45,Pacific Crest
7/18/15,"San Antonio, TX",20th,64.2,Seattle Cascades
7/18/15,"San Antonio, TX",21st,63.55,Jersey Surf
7/18/15,"San Antonio, TX",1st,61.35,Genesis
7/20/15,"Dallas, TX",1st,87.9,Blue Devils
7/20/15,"Dallas, TX",2nd,85.9,Santa Clara Vanguard
7/20/15,"Dallas, TX",3rd,82.7,Blue Knights
7/20/15,"Dallas, TX",4th,78.95,Blue Stars
7/20/15,"Dallas, TX",5th,78.15,Crossmen
7/20/15,"Dallas, TX",6th,76,Troopers
7/20/15,"Dallas, TX",7th,75.45,Colts
7/20/15,"Dallas, TX",8th,70.95,Mandarins
7/20/15,"Dallas, TX",1st,64.15,Genesis
7/20/15,"Lafayette, LA",1st,86.95,Carolina Crown
7/20/15,"Lafayette, LA",2nd,86.5,Bluecoats
7/20/15,"Lafayette, LA",3rd,81.7,Phantom Regiment
7/20/15,"Lafayette, LA",4th,79.85,Madison Scouts
7/20/15,"Lafayette, LA",5th,78.05,Boston Crusaders
7/20/15,"Lafayette, LA",6th,72.2,Spirit of Atlanta
7/20/15,"Lafayette, LA",7th,65.35,Seattle Cascades
7/21/15,"Broken Arrow, OK",1st,88.7,The Cadets
7/21/15,"Broken Arrow, OK",2nd,83.3,Blue Knights
7/21/15,"Broken Arrow, OK",3rd,79.2,Crossmen
7/21/15,"Broken Arrow, OK",4th,79.1,Blue Stars
7/21/15,"Broken Arrow, OK",5th,76.45,Colts
7/21/15,"Broken Arrow, OK",7th,71.45,Mandarins
7/21/15,"Broken Arrow, OK",8th,70,Pacific Crest
7/21/15,"Broken Arrow, OK",9th,65.55,Jersey Surf
7/21/15,"Ocean Springs, MS",1st,88.25,Carolina Crown
7/21/15,"Ocean Springs, MS",2nd,87.45,Bluecoats
7/21/15,"Ocean Springs, MS",3rd,82.25,The Cavaliers
7/21/15,"Ocean Springs, MS",4th,78.6,Boston Crusaders
7/21/15,"Ocean Springs, MS",5th,75.9,The Academy
7/21/15,"Ocean Springs, MS",6th,65.25,Seattle Cascades
7/22/15,"Hattiesburg, MS",1st,88.8,Blue Devils
7/22/15,"Hattiesburg, MS",2nd,87.85,Bluecoats
7/22/15,"Hattiesburg, MS",3rd,83.75,The Cavaliers
7/22/15,"Hattiesburg, MS",4th,81.65,Madison Scouts
7/22/15,"Hattiesburg, MS",5th,78,Troopers
7/22/15,"Hattiesburg, MS",6th,76.15,The Academy
7/22/15,"Hattiesburg, MS",7th,73.15,Spirit of Atlanta
7/22/15,"Little Rock, AR",1st,88.25,Santa Clara Vanguard
7/22/15,"Little Rock, AR",2nd,84.25,Blue Knights
7/22/15,"Little Rock, AR",3rd,80.35,Blue Stars
7/22/15,"Little Rock, AR",4th,79.8,Crossmen
7/22/15,"Little Rock, AR",5th,77.4,Colts
7/22/15,"Little Rock, AR",7th,72.25,Mandarins
7/22/15,"Little Rock, AR",8th,71.55,Pacific Crest
7/22/15,"Little Rock, AR",9th,66.8,Jersey Surf
7/22/15,"St. Louis, MO",2nd,64.7,Genesis
7/22/15,"St. Louis, MO",3rd,63.9,Music City
7/23/15,"Huntsville, AL",1st,89.75,The Cadets
7/23/15,"Huntsville, AL",2nd,82.05,Crossmen
7/23/15,"Huntsville, AL",3rd,80.05,Troopers
7/23/15,"Huntsville, AL",4th,78.65,The Academy
7/23/15,"Huntsville, AL",6th,74.55,Pacific Crest
7/23/15,"Huntsville, AL",7th,67.2,Jersey Surf
7/23/15,"Huntsville, AL",8th,66.75,Seattle Cascades
7/24/15,"Dixon, IL",2nd,67.4,Genesis
7/24/15,"Murfreesboro, TN",1st,89.6,Blue Devils
7/24/15,"Murfreesboro, TN",2nd,89.15,Carolina Crown
7/24/15,"Murfreesboro, TN",3rd,88.75,The Cadets
7/24/15,"Murfreesboro, TN",4th,88.15,Bluecoats
7/24/15,"Murfreesboro, TN",5th,87.1,Santa Clara Vanguard
7/24/15,"Murfreesboro, TN",6th,84.75,Blue Knights
7/24/15,"Murfreesboro, TN",7th,83.95,The Cavaliers
7/24/15,"Murfreesboro, TN",8th,83.15,Phantom Regiment
7/24/15,"Murfreesboro, TN",1st,65.15,Music City
7/24/15,"Opelika, AL",1st,82.3,Madison Scouts
7/24/15,"Opelika, AL",2nd,81.15,Blue Stars
7/24/15,"Opelika, AL",3rd,80.75,Boston Crusaders
7/24/15,"Opelika, AL",4th,78,Colts
7/24/15,"Opelika, AL",5th,75.15,Spirit of Atlanta
7/24/15,"Opelika, AL",6th,74.85,Mandarins
7/25/15,"Atlanta, GA",1st,91.5,Carolina Crown
7/25/15,"Atlanta, GA",2nd,91.475,Blue Devils
7/25/15,"Atlanta, GA",3rd,90.8,The Cadets
7/25/15,"Atlanta, GA",4th,89.525,Bluecoats
7/25/15,"Atlanta, GA",5th,89.075,Santa Clara Vanguard
7/25/15,"Atlanta, GA",6th,86.275,Blue Knights
7/25/15,"Atlanta, GA",7th,84.175,Phantom Regiment
7/25/15,"Atlanta, GA",8th,83.475,Madison Scouts
7/25/15,"Atlanta, GA",9th,81.775,Boston Crusaders
7/25/15,"Atlanta, GA",10th,81.1,Blue Stars
7/25/15,"Atlanta, GA",11th,80.775,Crossmen
7/25/15,"Atlanta, GA",12th,79,Colts
7/25/15,"Atlanta, GA",13th,78.6,Troopers
7/25/15,"Atlanta, GA",14th,77.75,The Academy
7/25/15,"Atlanta, GA",15th,75.375,Spirit of Atlanta
7/25/15,"Atlanta, GA",17th,73.775,Mandarins
7/25/15,"Atlanta, GA",18th,73.6,Pacific Crest
7/25/15,"Atlanta, GA",19th,69,Seattle Cascades
7/25/15,"Atlanta, GA",20th,68.275,Jersey Surf
7/25/15,"Oregon, WI",2nd,69.65,Genesis
7/26/15,"Winston-Salem, NC",1st,91.45,Blue Devils
7/26/15,"Winston-Salem, NC",2nd,91.2,Carolina Crown
7/26/15,"Winston-Salem, NC",3rd,90.9,The Cadets
7/26/15,"Winston-Salem, NC",4th,89.95,Bluecoats
7/26/15,"Winston-Salem, NC",5th,89.65,Santa Clara Vanguard
7/26/15,"Winston-Salem, NC",6th,85.45,Phantom Regiment
7/26/15,"Winston-Salem, NC",7th,83.05,Madison Scouts
7/27/15,"Cedar Rapids, IA",2nd,68.65,Genesis
7/27/15,"Charleston, WV",1st,86.7,Blue Knights
7/27/15,"Charleston, WV",2nd,84.75,Phantom Regiment
7/27/15,"Charleston, WV",3rd,81.6,Boston Crusaders
7/27/15,"Charleston, WV",5th,74.45,Mandarins
7/27/15,"Charleston, WV",6th,70.25,Seattle Cascades
7/27/15,"Dublin, OH",1st,91.8,Blue Devils
7/27/15,"Dublin, OH",2nd,90.75,Bluecoats
7/27/15,"Dublin, OH",3rd,83.6,Blue Stars
7/27/15,"Dublin, OH",4th,83.2,Crossmen
7/27/15,"Dublin, OH",5th,79.9,Colts
7/27/15,"Dublin, OH",6th,79.7,Troopers
7/27/15,"Waukesha, WI",5th,66.85,Music City
7/28/15,"Erie, PA",1st,87.55,Blue Knights
7/28/15,"Erie, PA",2nd,84.05,Blue Stars
7/28/15,"Erie, PA",3rd,83.45,Crossmen
7/28/15,"Erie, PA",4th,81.15,Colts
7/28/15,"Erie, PA",5th,80.85,Troopers
7/28/15,"Erie, PA",6th,74.5,Pacific Crest
7/28/15,"Kalamazoo, MI",3rd,71.15,Genesis
7/28/15,"Kalamazoo, MI",5th,68.8,Music City
7/28/15,"Salem, VA",1st,91.75,Carolina Crown
7/28/15,"Salem, VA",2nd,84.5,Madison Scouts
7/28/15,"Salem, VA",3rd,80.4,The Academy
7/28/15,"Salem, VA",4th,76.95,Spirit of Atlanta
7/28/15,"Salem, VA",5th,70.9,Seattle Cascades
7/28/15,"Salem, VA",6th,69.2,Jersey Surf
7/29/15,"Annapolis, MD",1st,92.4,The Cadets
7/29/15,"Annapolis, MD",2nd,85.8,The Cavaliers
7/29/15,"Annapolis, MD",3rd,84.85,Madison Scouts
7/29/15,"Annapolis, MD",4th,81.3,The Academy
7/29/15,"Annapolis, MD",5th,78.55,Spirit of Atlanta
7/29/15,"Annapolis, MD",6th,76.2,Mandarins
7/29/15,"Annapolis, MD",7th,70.8,Jersey Surf
7/29/15,"Rome, NY",1st,88.45,Blue Knights
7/29/15,"Rome, NY",2nd,85.1,Blue Stars
7/29/15,"Rome, NY",3rd,84.25,Crossmen
7/29/15,"Rome, NY",4th,81.3,Colts
7/29/15,"Rome, NY",5th,81.1,Troopers
7/29/15,"Rome, NY",6th,74.85,Pacific Crest
7/30/15,"Chester, PA",1st,93.75,Blue Devils
7/30/15,"Chester, PA",2nd,93.5,Carolina Crown
7/30/15,"Chester, PA",3rd,93.1,The Cadets
7/30/15,"Chester, PA",4th,93.05,Bluecoats
7/30/15,"Chester, PA",5th,90.65,Santa Clara Vanguard
7/30/15,"Chester, PA",6th,86.95,The Cavaliers
7/30/15,"Chester, PA",7th,86.9,Phantom Regiment
7/30/15,"Johnsonburg, PA",4th,70.05,Music City
7/30/15,"Quincy, MA",1st,84.55,Boston Crusaders
7/30/15,"Quincy, MA",2nd,82.05,Colts
7/30/15,"Quincy, MA",3rd,81.6,Troopers
7/30/15,"Quincy, MA",4th,77.2,Pacific Crest
7/31/15,"Allentown, PA",1st,93.725,Blue Devils
7/31/15,"Allentown, PA",2nd,90.575,Santa Clara Vanguard
7/31/15,"Allentown, PA",3rd,87.875,Blue Knights
7/31/15,"Allentown, PA",4th,85.25,The Cavaliers
7/31/15,"Allentown, PA",5th,83.6,Blue Stars
7/31/15,"Allentown, PA",6th,80.275,The Academy
7/31/15,"Allentown, PA",7th,77.9,Spirit of Atlanta
7/31/15,"Allentown, PA",8th,75.05,Mandarins
7/31/15,"Allentown, PA",9th,70.9,Seattle Cascades
7/31/15,"Avon Lake, OH",2nd,71.925,Genesis
7/31/15,"Avon Lake, OH",5th,69.575,Music City
8/1/15,"Allentown, PA",1st,93.825,Carolina Crown
8/1/15,"Allentown, PA",2nd,93.6,The Cadets
8/1/15,"Allentown, PA",3rd,93.125,Bluecoats
8/1/15,"Allentown, PA",4th,87.075,Phantom Regiment
8/1/15,"Allentown, PA",5th,85.45,Madison Scouts
8/1/15,"Allentown, PA",6th,84.6,Boston Crusaders
8/1/15,"Allentown, PA",7th,83.35,Crossmen
8/1/15,"Allentown, PA",8th,81.475,Colts
8/1/15,"Allentown, PA",9th,80.675,Troopers
8/1/15,"Allentown, PA",11th,74.1,Pacific Crest
8/1/15,"Allentown, PA",12th,70.9,Jersey Surf
8/1/15,"Troy, MI",2nd,73.6,Genesis
8/1/15,"Troy, MI",5th,69.375,Music City
8/2/15,"Buffalo, NY",1st,95.5,Blue Devils
8/2/15,"Buffalo, NY",2nd,94.95,Carolina Crown
8/2/15,"Buffalo, NY",3rd,94.15,The Cadets
8/2/15,"Buffalo, NY",4th,93.85,Bluecoats
8/2/15,"Buffalo, NY",5th,91.3,Santa Clara Vanguard
8/2/15,"Buffalo, NY",6th,87.25,Phantom Regiment
8/2/15,"Buffalo, NY",7th,87.1,The Cavaliers
8/2/15,"Buffalo, NY",8th,85.1,Blue Stars
8/2/15,"Pittsburgh, PA",1st,88.95,Blue Knights
8/2/15,"Pittsburgh, PA",2nd,85.65,Boston Crusaders
8/2/15,"Pittsburgh, PA",3rd,81.7,The Academy
8/2/15,"Pittsburgh, PA",4th,78.85,Spirit of Atlanta
8/2/15,"Pittsburgh, PA",6th,69.3,Seattle Cascades
8/3/15,"Centerville, OH",1st,87.3,Madison Scouts
8/3/15,"Centerville, OH",2nd,86.35,Crossmen
8/3/15,"Centerville, OH",3rd,86.15,Boston Crusaders
8/3/15,"Centerville, OH",4th,83.35,Colts
8/3/15,"Centerville, OH",5th,82.95,Troopers
8/3/15,"Centerville, OH",6th,78.15,Mandarins
8/3/15,"Centerville, OH",7th,76.4,Pacific Crest
8/3/15,"Massillon, OH",1st,95.05,Carolina Crown
8/3/15,"Massillon, OH",2nd,94.65,Bluecoats
8/3/15,"Massillon, OH",2nd,94.65,The Cadets
8/3/15,"Massillon, OH",4th,91.75,Santa Clara Vanguard
8/3/15,"Massillon, OH",5th,89.5,Blue Knights
8/3/15,"Massillon, OH",6th,88.3,Phantom Regiment
8/3/15,"Massillon, OH",7th,87.8,The Cavaliers
8/3/15,"Michigan City, IN",4th,74.425,Genesis
8/3/15,"Michigan City, IN",7th,71.325,Music City
8/4/15,"Michigan City, IN",4th,75.75,Genesis
8/4/15,"Michigan City, IN",7th,71.125,Music City
8/6/15,"Indianpolis, IN",1st,96.475,Carolina Crown
8/6/15,"Indianpolis, IN",2nd,95.475,The Cadets
8/6/15,"Indianpolis, IN",3rd,95.425,Bluecoats
8/6/15,"Indianpolis, IN",4th,95.35,Blue Devils
8/6/15,"Indianpolis, IN",5th,93.3,Santa Clara Vanguard
8/6/15,"Indianpolis, IN",6th,90.55,Blue Knights
8/6/15,"Indianpolis, IN",7th,89.525,Phantom Regiment
8/6/15,"Indianpolis, IN",8th,88.15,Madison Scouts
8/6/15,"Indianpolis, IN",9th,88.075,The Cavaliers
8/6/15,"Indianpolis, IN",10th,86.2,Boston Crusaders
8/6/15,"Indianpolis, IN",11th,85.45,Blue Stars
8/6/15,"Indianpolis, IN",12th,84.4,Crossmen
8/6/15,"Indianpolis, IN",13th,83.575,Troopers
8/6/15,"Indianpolis, IN",14th,82.75,Colts
8/6/15,"Indianpolis, IN",15th,81.1,The Academy
8/6/15,"Indianpolis, IN",18th,77.95,Spirit of Atlanta
8/6/15,"Indianpolis, IN",20th,77.025,Mandarins
8/6/15,"Indianpolis, IN",21st,74.175,Pacific Crest
8/6/15,"Indianpolis, IN",22nd,73.45,Genesis
8/6/15,"Indianpolis, IN",24th,71.1,Seattle Cascades
8/6/15,"Indianpolis, IN",27th,69.625,Music City
8/6/15,"Indianpolis, IN",28th,68.75,Jersey Surf
8/7/15,"Indianpolis, IN",1st,96.775,Carolina Crown
8/7/15,"Indianpolis, IN",2nd,96.625,Blue Devils
8/7/15,"Indianpolis, IN",3rd,95.775,Bluecoats
8/7/15,"Indianpolis, IN",4th,95.5,The Cadets
8/7/15,"Indianpolis, IN",5th,93.425,Santa Clara Vanguard
8/7/15,"Indianpolis, IN",6th,91.15,Blue Knights
8/7/15,"Indianpolis, IN",7th,89.775,Phantom Regiment
8/7/15,"Indianpolis, IN",8th,88.625,Madison Scouts
8/7/15,"Indianpolis, IN",9th,88.4,The Cavaliers
8/7/15,"Indianpolis, IN",10th,86.3,Boston Crusaders
8/7/15,"Indianpolis, IN",11th,85.275,Blue Stars
8/7/15,"Indianpolis, IN",12th,83.875,Crossmen
8/7/15,"Indianpolis, IN",13th,83.8,Troopers
8/7/15,"Indianpolis, IN",14th,83.025,Colts
8/7/15,"Indianpolis, IN",15th,81.825,The Academy
8/7/15,"Indianpolis, IN",18th,78.125,Spirit of Atlanta
8/7/15,"Indianpolis, IN",20th,76.425,Mandarins
8/7/15,"Indianpolis, IN",21st,74.925,Pacific Crest
8/7/15,"Indianpolis, IN",22nd,73.5,Genesis
8/7/15,"Indianpolis, IN",24th,71.075,Seattle Cascades
8/8/15,"Indianpolis, IN",1st,97.65,Blue Devils
8/8/15,"Indianpolis, IN",2nd,97.075,Carolina Crown
8/8/15,"Indianpolis, IN",3rd,96.925,Bluecoats
8/8/15,"Indianpolis, IN",4th,95.9,The Cadets
8/8/15,"Indianpolis, IN",5th,93.85,Santa Clara Vanguard
8/8/15,"Indianpolis, IN",6th,91.85,Blue Knights
8/8/15,"Indianpolis, IN",7th,90.325,Phantom Regiment
8/8/15,"Indianpolis, IN",8th,88.75,Madison Scouts
8/8/15,"Indianpolis, IN",9th,88.325,The Cavaliers
8/8/15,"Indianpolis, IN",10th,86.8,Boston Crusaders
8/8/15,"Indianpolis, IN",11th,85.15,Blue Stars
8/8/15,"Indianpolis, IN",12th,85.025,Crossmen
6/23/16,"Indianpolis, IN",1st,69.7,Bluecoats
6/23/16,"Indianpolis, IN",2nd,69.2,Carolina Crown
6/23/16,"Indianpolis, IN",3rd,66.95,The Cadets
6/23/16,"Indianpolis, IN",4th,65.4,The Cavaliers
6/23/16,"Indianpolis, IN",5th,63.45,Phantom Regiment
6/23/16,"Indianpolis, IN",6th,60.45,Boston Crusaders
6/24/16,"Fresno, CA",1st,68.95,Blue Devils
6/24/16,"Fresno, CA",2nd,66.8,Santa Clara Vanguard
6/24/16,"Fresno, CA",3rd,64.25,Madison Scouts
6/24/16,"Fresno, CA",4th,62.45,Blue Knights
6/24/16,"Fresno, CA",5th,58.9,The Academy
6/24/16,"Fresno, CA",6th,54.5,Mandarins
6/24/16,"Fresno, CA",7th,53.7,Pacific Crest
6/25/16,"Massillon, OH",1st,71.5,Bluecoats
6/25/16,"Massillon, OH",2nd,70.3,Carolina Crown
6/25/16,"Massillon, OH",3rd,66.7,Phantom Regiment
6/25/16,"Massillon, OH",4th,62.4,Boston Crusaders
6/25/16,"Massillon, OH",5th,61.5,Crossmen
6/25/16,"Sacramento, CA",1st,69.2,Blue Devils
6/25/16,"Sacramento, CA",2nd,67.15,Santa Clara Vanguard
6/25/16,"Sacramento, CA",3rd,63.35,Madison Scouts
6/25/16,"Sacramento, CA",4th,62.05,Blue Knights
6/25/16,"Sacramento, CA",5th,58,The Academy
6/25/16,"Sacramento, CA",6th,54.7,Mandarins
6/25/16,"Sacramento, CA",7th,54.05,Pacific Crest
6/25/16,"Whitewater, WI",1st,67.2,The Cadets
6/25/16,"Whitewater, WI",2nd,66.2,The Cavaliers
6/25/16,"Whitewater, WI",3rd,61.9,Blue Stars
6/25/16,"Whitewater, WI",4th,58.4,Troopers
6/25/16,"Whitewater, WI",5th,58.1,Colts
6/26/16,"Michigan City, IN",1st,69.5,The Cadets
6/26/16,"Michigan City, IN",2nd,67.1,The Cavaliers
6/26/16,"Michigan City, IN",3rd,62.4,Troopers
6/26/16,"Michigan City, IN",4th,59.4,Colts
6/26/16,"Michigan City, IN",1st,54.4,Genesis
6/26/16,"Stanford, CA",1st,71.4,Blue Devils
6/26/16,"Stanford, CA",2nd,69.25,Santa Clara Vanguard
6/26/16,"Stanford, CA",3rd,65.3,Madison Scouts
6/26/16,"Stanford, CA",4th,63.25,Blue Knights
6/26/16,"Stanford, CA",5th,60.45,The Academy
6/26/16,"Stanford, CA",6th,56.55,Pacific Crest
6/26/16,"Stanford, CA",7th,56.35,Mandarins
6/27/16,"Hamilton, OH",1st,72.8,Bluecoats
6/27/16,"Hamilton, OH",2nd,71.8,Carolina Crown
6/27/16,"Hamilton, OH",3rd,65.3,Blue Stars
6/27/16,"Hamilton, OH",4th,64,Crossmen
6/27/16,"Hamilton, OH",5th,63.7,Boston Crusaders
6/27/16,"Hamilton, OH",6th,60.5,Colts
6/28/16,"Dublin, OH",1st,71.1,The Cavaliers
6/28/16,"Dublin, OH",2nd,65.8,Blue Stars
6/28/16,"Dublin, OH",3rd,64.5,Troopers
6/28/16,"Dublin, OH",1st,55.4,Genesis
6/28/16,"Pittsburgh, PA",1st,73.1,Bluecoats
6/28/16,"Pittsburgh, PA",2nd,70.8,The Cadets
6/28/16,"Pittsburgh, PA",3rd,67,Phantom Regiment
6/28/16,"Pittsburgh, PA",4th,63.6,Crossmen
6/28/16,"Pittsburgh, PA",5th,62.5,Boston Crusaders
6/29/16,"Evansville, IN",1st,73.1,The Cavaliers
6/29/16,"Evansville, IN",2nd,67.8,Blue Stars
6/29/16,"Evansville, IN",3rd,66.6,Troopers
6/29/16,"Evansville, IN",4th,62.7,Colts
6/29/16,"Evansville, IN",1st,55.2,Genesis
6/29/16,"Evansville, IN",3rd,49.2,Music City
6/30/16,"Allentown, PA",1st,74.75,Bluecoats
6/30/16,"Allentown, PA",2nd,72.4,The Cadets
6/30/16,"Allentown, PA",3rd,69.1,Phantom Regiment
6/30/16,"Allentown, PA",4th,65.6,Crossmen
6/30/16,"Allentown, PA",5th,64.55,Boston Crusaders
6/30/16,"Allentown, PA",6th,54.3,Jersey Surf
7/1/16,"Auburn, WA",1st,71,Santa Clara Vanguard
7/1/16,"Auburn, WA",3rd,55.25,Seattle Cascades
7/1/16,"Muncie, IN",1st,76.85,Carolina Crown
7/1/16,"Muncie, IN",2nd,73.65,The Cavaliers
7/1/16,"Muncie, IN",3rd,70.3,Blue Stars
7/1/16,"Muncie, IN",4th,67.65,Troopers
7/1/16,"Muncie, IN",5th,64.3,Colts
7/1/16,"Muncie, IN",1st,58.3,Genesis
7/1/16,"Oceanside, CA",1st,66.65,Madison Scouts
7/1/16,"Oceanside, CA",2nd,65.6,Blue Knights
7/1/16,"Oceanside, CA",3rd,63.35,The Academy
7/1/16,"Oceanside, CA",4th,59.95,Mandarins
7/1/16,"Oceanside, CA",5th,58.55,Pacific Crest
7/2/16,"Chestnut Hill, MA",1st,74.8,Bluecoats
7/2/16,"Chestnut Hill, MA",2nd,73.5,The Cadets
7/2/16,"Chestnut Hill, MA",3rd,70.05,Phantom Regiment
7/2/16,"Chestnut Hill, MA",4th,66.35,Crossmen
7/2/16,"Chestnut Hill, MA",5th,65.45,Boston Crusaders
7/2/16,"Chestnut Hill, MA",6th,56.9,Jersey Surf
7/2/16,"Lisle, IL",1st,74.6,Carolina Crown
7/2/16,"Lisle, IL",2nd,72,The Cavaliers
7/2/16,"Lisle, IL",3rd,66.3,Blue Stars
7/2/16,"Lisle, IL",4th,62.2,Troopers
7/2/16,"Lisle, IL",5th,61.8,Colts
7/2/16,"Lisle, IL",2nd,49.6,Genesis
7/2/16,"Pasadena, CA",1st,75.5,Blue Devils
7/2/16,"Pasadena, CA",2nd,67.7,Madison Scouts
7/2/16,"Pasadena, CA",3rd,66.6,Blue Knights
7/2/16,"Pasadena, CA",4th,64.75,The Academy
7/2/16,"Pasadena, CA",5th,61.7,Mandarins
7/2/16,"Pasadena, CA",6th,59.65,Pacific Crest
7/2/16,"Tigard, OR",1st,72.35,Santa Clara Vanguard
7/2/16,"Tigard, OR",3rd,55.95,Seattle Cascades
7/3/16,"Cedarburg, WI",1st,76.6,Carolina Crown
7/3/16,"Cedarburg, WI",2nd,74.5,The Cavaliers
7/3/16,"Cedarburg, WI",3rd,69.8,Blue Stars
7/3/16,"Cedarburg, WI",4th,66.4,Troopers
7/3/16,"Cedarburg, WI",5th,65.8,Colts
7/3/16,"Cedarburg, WI",1st,55.4,Music City
7/3/16,"Lynn, MA",1st,76.15,Bluecoats
7/3/16,"Lynn, MA",2nd,74.65,The Cadets
7/3/16,"Lynn, MA",3rd,70.35,Phantom Regiment
7/3/16,"Lynn, MA",4th,67.55,Crossmen
7/3/16,"Lynn, MA",5th,65.95,Boston Crusaders
7/3/16,"Riverside, CA",1st,77.55,Blue Devils
7/3/16,"Riverside, CA",2nd,69.85,Madison Scouts
7/3/16,"Riverside, CA",3rd,67.05,Blue Knights
7/3/16,"Riverside, CA",4th,66.4,The Academy
7/3/16,"Riverside, CA",5th,62.65,Mandarins
7/3/16,"Riverside, CA",6th,60.25,Pacific Crest
7/5/16,"Cranston, RI",1st,77.2,The Cadets
7/5/16,"Cranston, RI",2nd,73.9,Phantom Regiment
7/5/16,"Cranston, RI",3rd,69.7,Crossmen
7/5/16,"Cranston, RI",4th,68.4,Boston Crusaders
7/5/16,"La Crosse, WI",1st,51.3,Music City
7/5/16,"La Crosse, WI",2nd,50.6,Genesis
7/5/16,"Mesa, AZ",1st,68.7,Madison Scouts
7/5/16,"Mesa, AZ",2nd,67.4,The Academy
7/5/16,"Mesa, AZ",3rd,60.3,Pacific Crest
7/5/16,"Tri Cities, WA",1st,73.9,Santa Clara Vanguard
7/5/16,"Tri Cities, WA",3rd,57.1,Seattle Cascades
7/6/16,"Boise, ID",1st,75,Santa Clara Vanguard
7/6/16,"Boise, ID",3rd,57.5,Seattle Cascades
7/6/16,"Mankato, MN",1st,73.9,Carolina Crown
7/6/16,"Mankato, MN",2nd,67.4,Blue Stars
7/6/16,"Mankato, MN",3rd,63.7,Colts
7/7/16,"Chickasha, OK",1st,68.5,Madison Scouts
7/7/16,"Chickasha, OK",2nd,67.3,The Academy
7/7/16,"Chickasha, OK",3rd,57.9,Pacific Crest
7/7/16,"Ogden, UT",1st,79.5,Blue Devils
7/7/16,"Ogden, UT",2nd,75.9,Santa Clara Vanguard
7/7/16,"Ogden, UT",3rd,69.9,Blue Knights
7/7/16,"Ogden, UT",5th,57.4,Seattle Cascades
7/8/16,"Casper, WY",1st,73.9,The Cavaliers
7/8/16,"Casper, WY",2nd,66.2,Troopers
7/8/16,"Casper, WY",4th,58.5,Seattle Cascades
7/8/16,"Lexington, SC",1st,78,Bluecoats
7/8/16,"Lexington, SC",2nd,76,The Cadets
7/8/16,"Lexington, SC",3rd,69.15,Crossmen
7/8/16,"Lexington, SC",4th,67.1,Boston Crusaders
7/8/16,"Lexington, SC",5th,62.4,Spirit of Atlanta
7/8/16,"Lexington, SC",6th,55.45,Jersey Surf
7/8/16,"Mountain House, CA",1st,59.45,Mandarins
7/9/16,"Denver, CO",1st,80.8,Blue Devils
7/9/16,"Denver, CO",2nd,77.25,Santa Clara Vanguard
7/9/16,"Denver, CO",3rd,76,The Cavaliers
7/9/16,"Denver, CO",4th,71.55,Blue Knights
7/9/16,"Denver, CO",5th,67.45,Troopers
7/9/16,"Denver, CO",7th,60.1,Seattle Cascades
7/9/16,"Lakeland, FL",1st,79,Bluecoats
7/9/16,"Lakeland, FL",2nd,76.65,The Cadets
7/9/16,"Lakeland, FL",3rd,70.1,Crossmen
7/9/16,"Lakeland, FL",4th,68.75,Boston Crusaders
7/9/16,"Lakeland, FL",5th,63.2,Spirit of Atlanta
7/9/16,"Lakeland, FL",6th,57.55,Jersey Surf
7/9/16,"Rockford, IL",1st,77.8,Carolina Crown
7/9/16,"Rockford, IL",2nd,73.05,Phantom Regiment
7/9/16,"Rockford, IL",3rd,71,Blue Stars
7/9/16,"Rockford, IL",4th,68.05,The Academy
7/9/16,"Rockford, IL",5th,63.9,Colts
7/9/16,"Rockford, IL",6th,61.2,Pacific Crest
7/9/16,"Sacramento, CA",1st,62,Mandarins
7/10/16,"Madison, WI",1st,79.45,Carolina Crown
7/10/16,"Madison, WI",2nd,72.85,Madison Scouts
7/10/16,"Madison, WI",3rd,71.7,Blue Stars
7/10/16,"Madison, WI",4th,69.95,The Academy
7/10/16,"Madison, WI",5th,62.8,Pacific Crest
7/10/16,"Madison, WI",1st,56.05,Genesis
7/10/16,"Madison, WI",2nd,53.5,Music City
7/11/16,"Jupiter, FL",1st,81.25,Bluecoats
7/11/16,"Jupiter, FL",2nd,78.35,The Cadets
7/11/16,"Jupiter, FL",3rd,71.95,Crossmen
7/11/16,"Jupiter, FL",4th,69,Boston Crusaders
7/11/16,"Jupiter, FL",5th,64.3,Spirit of Atlanta
7/11/16,"Jupiter, FL",6th,58.75,Jersey Surf
7/11/16,"Lebanon, IL",1st,78.75,Carolina Crown
7/11/16,"Lebanon, IL",2nd,74.6,Phantom Regiment
7/11/16,"Lebanon, IL",3rd,69.25,The Academy
7/11/16,"Lebanon, IL",4th,62.2,Pacific Crest
7/11/16,"Lebanon, IL",1st,53.05,Music City
7/11/16,"Omaha, NE",1st,81.35,Blue Devils
7/11/16,"Omaha, NE",2nd,76.95,The Cavaliers
7/11/16,"Omaha, NE",3rd,71.95,Blue Knights
